;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_1H_2PP_2Co_10.data;;82;2008;2005;1065;3601.02;3551.68;49.3241;5046;7862;0.00149402
Inst_4P_10C_1H_2PP_2Co_11.data;OPT;31;1979;1979;868;526.984;521.389;5.58518;3330;6217;0
Inst_4P_10C_1H_2PP_2Co_1.data;OPT;41;1290;1290;616;168.099;144.001;24.0876;522;3260;0
Inst_4P_10C_1H_2PP_2Co_2.data;OPT;33;1764;1764;810;35.9941;30.9573;5.02853;930;2945;0
Inst_4P_10C_1H_2PP_2Co_3.data;OPT;65;1596;1596;678;287.283;281.876;5.39501;1770;4879;0
Inst_4P_10C_1H_2PP_2Co_4.data;OPT;48;1375;1375;611;1348.56;1322.42;26.1378;674;4694;0
Inst_4P_10C_1H_2PP_2Co_5.data;;116;1575;1574;876;3601.03;3570.92;30.086;3721;8066;0.000634921
Inst_4P_10C_1H_2PP_2Co_7.data;OPT;37;1495;1495;759;279.95;268.826;11.1151;664;3598;0
Inst_4P_10C_1H_2PP_2Co_8.data;;203;1725;1676;810;3601.04;3536.23;64.7799;662;7193;0.0284058
Inst_4P_10C_1H_2PP_2Co_9.data;OPT;39;2222;2222;1143;128.791;112.142;16.6369;1770;4932;0
