;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_1H_2PP_2Co_10.data;;49;2011;1908;1065;3601.05;3496.06;104.953;5505;10552;0.0512183
Inst_4P_10C_1H_2PP_2Co_11.data;;27;1979;1977;868;3601.04;3569.01;32.0036;2985;6723;0.00101061
Inst_4P_10C_1H_2PP_2Co_1.data;OPT;26;1290;1290;616;290.728;259.386;31.3324;564;3515;0
Inst_4P_10C_1H_2PP_2Co_2.data;OPT;26;1764;1764;810;100.975;64.0673;36.899;1020;4624;0
Inst_4P_10C_1H_2PP_2Co_3.data;OPT;38;1596;1596;678;782.319;751.374;30.9184;1440;5682;0
Inst_4P_10C_1H_2PP_2Co_4.data;OPT;39;1375;1375;611;2003.53;1947.02;56.4935;772;5831;0
Inst_4P_10C_1H_2PP_2Co_5.data;;93;1577;1532;876;3601.08;3485;116.017;931;8329;0.0285352
Inst_4P_10C_1H_2PP_2Co_7.data;OPT;31;1495;1495;759;350.382;323.449;26.9238;610;3637;0
Inst_4P_10C_1H_2PP_2Co_8.data;;149;1725;1679;810;3604.56;3459.26;145.245;767;7538;0.0266667
Inst_4P_10C_1H_2PP_2Co_9.data;OPT;24;2222;2222;1143;319.091;291.45;27.6329;1230;3985;0
