;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_1H_2PP_2Co_10.data;;71;10000;1682;1124;3606.7;3599.6;7.08428;3242;4303;0.8318
Inst_4P_10C_1H_2PP_2Co_11.data;;57;10000;1636;887;3601.02;3596.48;4.52174;3300;4041;0.8364
Inst_4P_10C_1H_2PP_2Co_1.data;;62;1491;1207;633;3601.02;3598.85;2.15649;1209;3671;0.190476
Inst_4P_10C_1H_2PP_2Co_2.data;;31;2528;1622;810;3601.01;3600.23;0.775322;1095;2638;0.358386
Inst_4P_10C_1H_2PP_2Co_3.data;;77;2219;1478;753;3601.01;3598.29;2.71412;1905;3866;0.333934
Inst_4P_10C_1H_2PP_2Co_4.data;;41;1564;1204;611;3601.02;3599.49;1.51915;815;3071;0.230179
Inst_4P_10C_1H_2PP_2Co_5.data;;45;10000;1418;876;3601.01;3599.46;1.54178;1087;3592;0.8582
Inst_4P_10C_1H_2PP_2Co_7.data;;81;2617;1356;769;3601.02;3597.04;3.96794;2985;4716;0.481849
Inst_4P_10C_1H_2PP_2Co_8.data;;75;10000;1562;810;3601.02;3597.8;3.20267;2612;4778;0.8438
Inst_4P_10C_1H_2PP_2Co_9.data;;39;10000;1901;1190;3601.01;3596.13;4.87222;1740;3057;0.8099
