;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_1H_2PP_2Co_10.data;;90;2008;2007;1065;14400;14345.3;54.6685;6415;14029;0.000498008
Inst_4P_10C_1H_2PP_2Co_11.data;OPT;26;1979;1979;868;256.6;251.9;4.69379;2775;6230;0
Inst_4P_10C_1H_2PP_2Co_1.data;OPT;26;1290;1290;616;187.086;180.508;6.57285;348;3019;0
Inst_4P_10C_1H_2PP_2Co_2.data;OPT;22;1764;1764;810;29.1612;26.1458;3.01093;765;3205;0
Inst_4P_10C_1H_2PP_2Co_3.data;OPT;41;1596;1596;678;233.55;228.391;5.15188;1545;5800;0
Inst_4P_10C_1H_2PP_2Co_4.data;OPT;42;1375;1375;611;1854.14;1836.12;18.0068;626;5589;0
Inst_4P_10C_1H_2PP_2Co_5.data;OPT;78;1575;1575;876;2696.4;2666.26;30.1304;2133;8770;0
Inst_4P_10C_1H_2PP_2Co_7.data;OPT;35;1495;1495;759;204.713;194.387;10.3213;1174;4463;0
Inst_4P_10C_1H_2PP_2Co_8.data;OPT;226;1725;1725;810;6586.9;6522.84;64.0282;782;8430;0
Inst_4P_10C_1H_2PP_2Co_9.data;OPT;25;2222;2222;1143;184.893;179.641;5.24659;1860;6430;0
