;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_1H_2PP_2Co_10.data;;113;2112;1671;1065;3601.08;3406.65;194.36;25867;51543;0.208807
Inst_4P_10C_1H_2PP_2Co_11.data;;73;2017;1648;868;3601.13;3428.99;172.03;26445;47082;0.182945
Inst_4P_10C_1H_2PP_2Co_1.data;;56;1318;1230;616;3601.05;3485.38;115.637;2502;15006;0.0667678
Inst_4P_10C_1H_2PP_2Co_2.data;;40;1764;1720;810;3601.03;3541.81;59.1943;3000;12526;0.0249433
Inst_4P_10C_1H_2PP_2Co_3.data;;106;1613;1433;678;3601.12;3480.42;120.645;9330;23712;0.111593
Inst_4P_10C_1H_2PP_2Co_4.data;;53;1375;1230;611;3601.09;3516.2;84.8681;2631;21837;0.105455
Inst_4P_10C_1H_2PP_2Co_5.data;;54;1575;1412;876;3610.93;3517.12;93.7531;5029;22119;0.103492
Inst_4P_10C_1H_2PP_2Co_7.data;;61;1495;1393;759;3601.07;3528.43;72.6014;5182;17300;0.0682274
Inst_4P_10C_1H_2PP_2Co_8.data;;59;1733;1559;810;3601.09;3526.98;74.0383;4776;17700;0.100404
Inst_4P_10C_1H_2PP_2Co_9.data;;91;2233;2011;1143;3601.08;3416.4;184.617;13125;36673;0.0994178
