;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_1H_2PP_2Co_10.data;;53;2021;1951;1065;3601.02;3569.12;31.8916;4750;10594;0.0346363
Inst_4P_10C_1H_2PP_2Co_11.data;OPT;28;1979;1979;868;514.283;508.955;5.31744;3270;7119;0
Inst_4P_10C_1H_2PP_2Co_1.data;OPT;27;1290;1290;616;356.198;346.644;9.54866;405;2785;0
Inst_4P_10C_1H_2PP_2Co_2.data;OPT;25;1764;1764;810;103.252;99.1748;4.07242;750;3685;0
Inst_4P_10C_1H_2PP_2Co_3.data;OPT;54;1596;1596;678;288.306;280.901;7.39507;2220;6928;0
Inst_4P_10C_1H_2PP_2Co_4.data;OPT;32;1375;1375;611;1444.42;1435.42;8.99128;492;4584;0
Inst_4P_10C_1H_2PP_2Co_5.data;OPT;30;1575;1575;876;634.311;625.31;8.99398;779;5560;0
Inst_4P_10C_1H_2PP_2Co_7.data;OPT;43;1495;1495;759;607.929;597.482;10.4405;1174;4524;0
Inst_4P_10C_1H_2PP_2Co_8.data;;221;1725;1723;810;3601.04;3535.98;65.0245;784;8401;0.00115942
Inst_4P_10C_1H_2PP_2Co_9.data;OPT;29;2222;2222;1143;292.185;284.247;7.92936;1785;5634;0
