;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_1H_2PP_2Co_10.data;UNK;;2836;1730;;3595.45;;;;;0.389986
Inst_4P_10C_1H_2PP_2Co_11.data;UNK;;2668;1833;;3595.74;;;;;0.312969
Inst_4P_10C_1H_2PP_2Co_1.data;FEAS;;1358;1083;;3596.1;;;;;0.202504
Inst_4P_10C_1H_2PP_2Co_2.data;FEAS;;1786;1657;;3595.12;;;;;0.0722284
Inst_4P_10C_1H_2PP_2Co_3.data;FEAS;;1596;1534;;3595.16;;;;;0.0388471
Inst_4P_10C_1H_2PP_2Co_4.data;UNK;;2083;1198;;3595.04;;;;;0.424868
Inst_4P_10C_1H_2PP_2Co_5.data;FEAS;;1608;1427;;3594.52;;;;;0.112562
Inst_4P_10C_1H_2PP_2Co_7.data;FEAS;;1497;1306;;3594.49;;;;;0.127589
Inst_4P_10C_1H_2PP_2Co_8.data;FEAS;;1725;1640;;3595.04;;;;;0.0492754
Inst_4P_10C_1H_2PP_2Co_9.data;FEAS;;2222;1980;;3594.31;;;;;0.108911
