;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_2H_2PP_3Co_10.data;;19;3231;2401;1754;3601.13;3409.15;191.919;9682;21638;0.256886
Inst_6P_20C_2H_2PP_3Co_11.data;;14;2371;1753;1039;3605.31;3455.84;149.443;7891;16972;0.26065
Inst_6P_20C_2H_2PP_3Co_12.data;;32;3121;2391;1790;3601.09;3122.87;478.137;15905;35590;0.233899
Inst_6P_20C_2H_2PP_3Co_3.data;;15;2669;1862;1122;3601.07;3476.38;124.651;6983;15511;0.30236
Inst_6P_20C_2H_2PP_3Co_4.data;;30;2803;2240;1463;3601.06;3128.56;472.463;11655;25335;0.200856
Inst_6P_20C_2H_2PP_3Co_5.data;;19;2979;2128;1506;3601.05;3351.56;249.454;11333;19698;0.285666
Inst_6P_20C_2H_2PP_3Co_6.data;;36;3767;3174;2092;3601.11;3420.05;180.985;23385;36592;0.15742
Inst_6P_20C_2H_2PP_3Co_7.data;;20;2808;2231;1452;3601.08;3454.41;146.635;10246;20109;0.205484
Inst_6P_20C_2H_2PP_3Co_8.data;;19;2672;2000;1238;3623.97;2230.96;1392.97;11483;25243;0.251497
Inst_6P_20C_2H_2PP_3Co_9.data;;28;2604;2209;1276;3601.07;3391.66;209.368;12990;22234;0.15169
