;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_2H_2PP_3Co_10.data;;40;2962;2389;1754;3601.05;3501.19;99.8215;18576;33506;0.19345
Inst_6P_20C_2H_2PP_3Co_11.data;;27;2392;1789;1039;3601.04;3545.17;55.8456;11039;19977;0.25209
Inst_6P_20C_2H_2PP_3Co_12.data;;45;2947;2435;1790;3601.05;3459.27;141.739;15042;31352;0.173736
Inst_6P_20C_2H_2PP_3Co_3.data;;23;2992;1891;1122;3601.06;3548.18;52.8627;9492;18743;0.367981
Inst_6P_20C_2H_2PP_3Co_4.data;;45;2885;2266;1463;3601.05;3347.34;253.665;17229;32979;0.214558
Inst_6P_20C_2H_2PP_3Co_5.data;;49;3841;2162;1506;3601.05;3508.54;92.4769;14032;22196;0.437126
Inst_6P_20C_2H_2PP_3Co_6.data;;74;3667;3215;2092;3601.05;3473.31;127.706;18060;30868;0.123262
Inst_6P_20C_2H_2PP_3Co_7.data;;65;2674;2280;1452;3601.03;3546.84;54.1637;10831;16500;0.147345
Inst_6P_20C_2H_2PP_3Co_8.data;;46;2508;2067;1238;3601.04;3469.57;131.443;7325;17151;0.175837
Inst_6P_20C_2H_2PP_3Co_9.data;;77;2639;2201;1276;3601.04;3507.59;93.4288;7944;16740;0.165972
