;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_2H_2PP_3Co_10.data;;50;3013;2451;1754;14400.1;14122.9;277.114;25586;47912;0.186525
Inst_6P_20C_2H_2PP_3Co_11.data;;34;2241;1805;1039;14400;14239.3;160.729;15861;30012;0.194556
Inst_6P_20C_2H_2PP_3Co_12.data;;73;3106;2430;1790;14400.1;13545.5;854.567;34966;63022;0.217643
Inst_6P_20C_2H_2PP_3Co_3.data;;38;2312;1940;1122;14400.1;14287.1;112.894;15175;29666;0.1609
Inst_6P_20C_2H_2PP_3Co_4.data;;83;2726;2325;1463;14400.1;13528.3;871.698;17250;37489;0.147102
Inst_6P_20C_2H_2PP_3Co_5.data;;57;2721;2185;1506;14400;14105.5;294.521;20081;30144;0.196986
Inst_6P_20C_2H_2PP_3Co_6.data;;66;3669;3186;2092;14400.1;14305.5;94.5323;25305;43835;0.131644
Inst_6P_20C_2H_2PP_3Co_7.data;;74;2709;2327;1452;14400.1;14260.2;139.814;15961;24952;0.141011
Inst_6P_20C_2H_2PP_3Co_8.data;;53;2454;2150;1238;14400.1;13084.9;1315.17;18542;40023;0.123879
Inst_6P_20C_2H_2PP_3Co_9.data;;81;2575;2221;1276;14400.1;14141.7;258.321;16263;32195;0.137476
