;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_2H_2PP_3Co_10.data;;16;3445;2358;1759;3601.03;3597.66;3.3597;1247;6938;0.31553
Inst_6P_20C_2H_2PP_3Co_11.data;;13;3476;1775;1039;3601.04;3596.25;4.78307;1088;7347;0.489356
Inst_6P_20C_2H_2PP_3Co_12.data;;8;3761;2162;1797;3601.02;3598.13;2.88971;934;5468;0.425153
Inst_6P_20C_2H_2PP_3Co_3.data;;13;2893;1638;1123;3601.02;3599.58;1.43694;1077;5349;0.433806
Inst_6P_20C_2H_2PP_3Co_4.data;;6;3517;2122;1473;3601.02;3598.23;2.78703;1298;6683;0.396645
Inst_6P_20C_2H_2PP_3Co_5.data;;20;3022;2100;1506;3601.03;3590.32;10.7063;2426;6197;0.305096
Inst_6P_20C_2H_2PP_3Co_6.data;;27;4253;3083;2094;3601.03;3585.82;15.192;3420;10862;0.2751
Inst_6P_20C_2H_2PP_3Co_7.data;;49;3261;2249;1452;3601.03;3589.6;11.4177;3571;6107;0.310334
Inst_6P_20C_2H_2PP_3Co_8.data;;12;3031;1945;1238;3601.03;3556.22;44.802;1264;6156;0.358298
Inst_6P_20C_2H_2PP_3Co_9.data;;17;2980;2185;1311;3601.03;3595.16;5.85625;2793;6624;0.266779
