;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_2H_2PP_3Co_10.data;;89;3146;2323;1754;3601.04;3449.96;151.045;4011;14966;0.261602
Inst_6P_20C_2H_2PP_3Co_11.data;;41;2356;1682;1039;3601.04;3547.82;53.2021;1840;7266;0.286078
Inst_6P_20C_2H_2PP_3Co_12.data;;86;3130;2323;1790;3601.04;3192.76;408.249;3952;14640;0.257827
Inst_6P_20C_2H_2PP_3Co_3.data;;55;2461;1798;1122;3601.04;3582.48;18.5388;2041;8922;0.269403
Inst_6P_20C_2H_2PP_3Co_4.data;;87;2985;2181;1463;3609.33;3450.01;159.293;4107;14265;0.269347
Inst_6P_20C_2H_2PP_3Co_5.data;;54;2941;2106;1506;3601.04;3427.83;173.182;2469;7805;0.283917
Inst_6P_20C_2H_2PP_3Co_6.data;;92;3819;2984;2092;3601.04;3575.89;25.1179;5835;16056;0.218644
Inst_6P_20C_2H_2PP_3Co_7.data;;112;2763;2192;1452;3601.04;3550.08;50.9293;3901;9857;0.206659
Inst_6P_20C_2H_2PP_3Co_8.data;;30;2572;1854;1238;3601.02;638.985;2962.03;1085;4056;0.27916
Inst_6P_20C_2H_2PP_3Co_9.data;;138;2595;2147;1276;3609.12;3480.73;128.359;5356;14816;0.17264
