;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_2H_2PP_3Co_10.data;;15;10000;2336;1759;3601.04;3594.36;6.65564;816;3506;0.7664
Inst_6P_20C_2H_2PP_3Co_11.data;;16;10000;1629;1039;3601.1;3592;9.08697;883;2624;0.8371
Inst_6P_20C_2H_2PP_3Co_12.data;;9;10000;2201;1797;3601.1;3597;4.08179;370;2689;0.7799
Inst_6P_20C_2H_2PP_3Co_3.data;;10;10000;1695;1123;3601.05;3599.3;1.7426;400;2343;0.8305
Inst_6P_20C_2H_2PP_3Co_4.data;;18;10000;2147;1473;3601.03;3593.45;7.56731;810;3422;0.7853
Inst_6P_20C_2H_2PP_3Co_5.data;;11;10000;2057;1506;3601.06;3594.1;6.95117;570;2715;0.7943
Inst_6P_20C_2H_2PP_3Co_6.data;;23;10000;2943;2094;3601.03;3585.59;15.4304;1560;4063;0.7057
Inst_6P_20C_2H_2PP_3Co_7.data;;12;10000;2068;1452;3601.05;3595.88;5.14958;784;2417;0.7932
Inst_6P_20C_2H_2PP_3Co_8.data;;17;10000;1827;1238;3601.03;3580.95;20.075;1018;2788;0.8173
Inst_6P_20C_2H_2PP_3Co_9.data;;28;10000;2081;1311;3601.03;3591;10.0135;1485;3593;0.7919
