;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_1H_2PP_2Co_10.data;;84;2552;2403;1150;3601.05;3592.33;8.69512;23814;16572;0.0583856
Inst_2P_30C_1H_2PP_2Co_12.data;;68;3405;3321;1787;3601.03;3577.49;23.5187;23382;11698;0.0246696
Inst_2P_30C_1H_2PP_2Co_13.data;OPT;56;3771;3771;1888;1011.17;1001.44;9.71739;23755;11680;0
Inst_2P_30C_1H_2PP_2Co_16.data;OPT;51;3273;3273;1491;2402.6;2395.68;6.90732;15554;9845;0
Inst_2P_30C_1H_2PP_2Co_17.data;;86;2391;2235;1117;3601.05;3583.47;17.565;17553;9675;0.0652447
Inst_2P_30C_1H_2PP_2Co_1.data;;44;3885;2226;1254;3601.03;3591.6;9.4084;24794;17403;0.427027
Inst_2P_30C_1H_2PP_2Co_2.data;;91;2819;2744;1306;3601.03;3580.01;21.0062;13298;13671;0.0266052
Inst_2P_30C_1H_2PP_2Co_5.data;OPT;88;2968;2968;1547;416.758;402.133;14.5994;24030;8286;0
Inst_2P_30C_1H_2PP_2Co_8.data;;101;3519;3264;1676;3601.05;3579.62;21.3963;31137;17832;0.0724638
Inst_2P_30C_1H_2PP_2Co_9.data;OPT;46;3205;3205;1544;1125.97;1121.18;4.77483;16356;9462;0
