;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_1H_2PP_2Co_10.data;;36;2589;2332;1150;3601.05;3580.58;20.4265;40373;28656;0.0992661
Inst_2P_30C_1H_2PP_2Co_12.data;;42;3415;3238;1787;3601.04;3577.08;23.9295;42284;20002;0.0518302
Inst_2P_30C_1H_2PP_2Co_13.data;OPT;27;3771;3771;1888;2607.94;2599.11;8.80592;24985;17995;0
Inst_2P_30C_1H_2PP_2Co_16.data;OPT;29;3273;3273;1491;3219.83;3211.06;8.74951;18098;14839;0
Inst_2P_30C_1H_2PP_2Co_17.data;;43;2373;2255;1117;3601.04;3575.62;25.3873;26931;21225;0.0497261
Inst_2P_30C_1H_2PP_2Co_1.data;;26;4008;2378;1254;3601.04;3584.89;16.1172;50802;25430;0.406687
Inst_2P_30C_1H_2PP_2Co_2.data;;49;2819;2745;1306;3601.05;3446.72;154.296;19700;19789;0.0262504
Inst_2P_30C_1H_2PP_2Co_5.data;OPT;64;2968;2968;1547;2987.35;2722.91;264.401;34938;19563;0
Inst_2P_30C_1H_2PP_2Co_8.data;;37;3551;3146;1676;3641.45;347.752;3293.66;34629;20198;0.114052
Inst_2P_30C_1H_2PP_2Co_9.data;;43;3206;3204;1544;3601.03;3590.95;10.0597;20064;17841;0.00062383
