;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_1H_2PP_2Co_10.data;;87;2593;2266;1150;3601.05;3586.57;14.4469;31949;25906;0.126109
Inst_2P_30C_1H_2PP_2Co_12.data;;60;3407;3240;1787;3601.03;3585.47;15.5417;21772;9674;0.0490167
Inst_2P_30C_1H_2PP_2Co_13.data;;51;3772;3771;1888;3601.03;3591.08;9.9241;22645;13135;0.000265111
Inst_2P_30C_1H_2PP_2Co_16.data;;45;3273;3192;1491;3601.05;3595.61;5.4208;14114;11039;0.0247479
Inst_2P_30C_1H_2PP_2Co_17.data;;69;2375;2246;1117;3601.05;3584.77;16.2603;18596;13724;0.0543158
Inst_2P_30C_1H_2PP_2Co_1.data;;43;2915;2279;1254;3601.03;3594.7;6.31147;20714;16189;0.218182
Inst_2P_30C_1H_2PP_2Co_2.data;;55;2819;2738;1306;3601.02;3574.68;26.3234;13058;14419;0.0287336
Inst_2P_30C_1H_2PP_2Co_5.data;;85;2968;2820;1547;3601.05;3519.8;81.2224;32262;15105;0.0498652
Inst_2P_30C_1H_2PP_2Co_8.data;;77;3503;3165;1676;3601.04;3577.57;23.4473;28929;17669;0.0964887
Inst_2P_30C_1H_2PP_2Co_9.data;;45;3215;3132;1544;3601.03;3594.97;6.04416;17007;12811;0.0258165
