;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_1H_2PP_2Co_10.data;;79;2777;2467;1153;3601.03;3595.55;5.46241;18709;14342;0.111631
Inst_2P_30C_1H_2PP_2Co_12.data;;47;4446;3234;1794;3601.03;3595.49;5.52772;15374;8826;0.272605
Inst_2P_30C_1H_2PP_2Co_13.data;OPT;32;3771;3771;1888;1555.92;1548.91;6.99454;30325;15265;0
Inst_2P_30C_1H_2PP_2Co_16.data;;31;3393;3178;1491;3601.02;3598.32;2.69139;13882;9121;0.0633658
Inst_2P_30C_1H_2PP_2Co_17.data;;53;3046;2268;1117;3601.02;3596.22;4.78699;13260;9478;0.255417
Inst_2P_30C_1H_2PP_2Co_1.data;;36;3677;2402;1254;3601.02;3598.95;2.06298;13368;8999;0.34675
Inst_2P_30C_1H_2PP_2Co_2.data;;52;2819;2808;1312;3601.03;3443.43;157.581;16629;18923;0.00390209
Inst_2P_30C_1H_2PP_2Co_5.data;;32;3270;2901;1547;3601.02;3594.25;6.75248;18792;10737;0.112844
Inst_2P_30C_1H_2PP_2Co_8.data;;39;3819;3139;1907;3601.02;3554.61;46.3988;17010;9499;0.178057
Inst_2P_30C_1H_2PP_2Co_9.data;;30;3581;3190;1544;3601.02;3597.69;3.32026;19265;14467;0.109187
