;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_1H_2PP_2Co_10.data;;74;2526;2463;1150;14400.1;14390.5;9.54247;24819;20543;0.0249406
Inst_2P_30C_1H_2PP_2Co_12.data;;79;3405;3235;1787;14400;14381.8;18.2317;26500;13996;0.0499266
Inst_2P_30C_1H_2PP_2Co_13.data;OPT;60;3771;3771;1888;7897.13;7888.16;8.95224;21295;13285;0
Inst_2P_30C_1H_2PP_2Co_16.data;;37;3273;3192;1491;14400;14394.3;5.68334;15240;11949;0.0247479
Inst_2P_30C_1H_2PP_2Co_17.data;;68;2373;2255;1117;14400.1;14381.7;18.3054;27858;17294;0.0497261
Inst_2P_30C_1H_2PP_2Co_1.data;;48;2879;2420;1254;14400;14374.8;25.2509;34063;23937;0.15943
Inst_2P_30C_1H_2PP_2Co_2.data;;124;2819;2808;1306;14400;13418.1;981.894;13238;18665;0.00390209
Inst_2P_30C_1H_2PP_2Co_5.data;OPT;84;2968;2968;1547;3191.17;3127.6;63.5425;29709;14598;0
Inst_2P_30C_1H_2PP_2Co_8.data;;104;3515;3264;1676;14400.1;14138.4;261.717;31686;19344;0.0714082
Inst_2P_30C_1H_2PP_2Co_9.data;;42;3205;3125;1544;14400.1;14395;5.08363;15168;11155;0.024961
