;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_2H_2PP_3Co_11.data;OPT;37;1500;1500;680;1740.78;1706;34.752;15495;19982;0
Inst_6P_10C_2H_2PP_3Co_12.data;OPT;34;1708;1708;800;453.646;418.913;34.6983;7386;16242;0
Inst_6P_10C_2H_2PP_3Co_14.data;;47;1966;1826;847;3601.09;3538.57;62.4885;16879;31926;0.0712106
Inst_6P_10C_2H_2PP_3Co_16.data;;57;2294;2168;837;3601.1;3551.49;49.5439;27300;23685;0.0549259
Inst_6P_10C_2H_2PP_3Co_18.data;;36;1865;1772;840;3601.1;3550.55;50.5095;13509;23565;0.0498659
Inst_6P_10C_2H_2PP_3Co_1.data;;46;1858;1766;637;3601.12;3557.66;43.3851;15849;27258;0.0495156
Inst_6P_10C_2H_2PP_3Co_4.data;OPT;22;1416;1416;697;189.452;173.166;16.2762;2423;9240;0
Inst_6P_10C_2H_2PP_3Co_5.data;;84;2187;1889;863;3601.11;3539.16;61.8692;35622;43863;0.13626
Inst_6P_10C_2H_2PP_3Co_7.data;OPT;36;1782;1782;615;295.755;259.39;36.3343;6604;13981;0
Inst_6P_10C_2H_2PP_3Co_8.data;OPT;43;1875;1875;803;1117.63;1065.98;51.6287;11121;15374;0
