;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_2H_2PP_3Co_11.data;OPT;15;1500;1500;680;285.378;284.356;1.01143;4528;8945;0
Inst_6P_10C_2H_2PP_3Co_12.data;OPT;13;1708;1708;800;39.3945;38.5519;0.832859;2748;5307;0
Inst_6P_10C_2H_2PP_3Co_14.data;;10;1998;1904;847;3601.03;3600.01;1.01188;5107;10602;0.047047
Inst_6P_10C_2H_2PP_3Co_16.data;OPT;11;2284;2284;960;2335.93;2335.12;0.795346;3930;6839;0
Inst_6P_10C_2H_2PP_3Co_18.data;OPT;10;1865;1865;849;797.666;794.975;2.67987;4248;7280;0
Inst_6P_10C_2H_2PP_3Co_1.data;OPT;14;1858;1858;637;1311.32;1309.54;1.7735;5716;10048;0
Inst_6P_10C_2H_2PP_3Co_4.data;OPT;8;1416;1416;697;13.3344;12.7625;0.563746;2602;6419;0
Inst_6P_10C_2H_2PP_3Co_5.data;;12;2135;2004;863;3601.02;3599.83;1.17543;7110;11104;0.0613583
Inst_6P_10C_2H_2PP_3Co_7.data;OPT;9;1782;1782;633;151.562;150.019;1.53038;7916;7325;0
Inst_6P_10C_2H_2PP_3Co_8.data;OPT;10;1875;1875;893;125.563;124.364;1.19062;3575;6093;0
