;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_2H_2PP_2Co_10.data;;100;4019;2596;1854;3601.51;3179.55;421.917;19521;39585;0.354068
Inst_4P_30C_2H_2PP_2Co_11.data;;99;5111;3341;2351;3601.07;3055.64;545.369;35775;42028;0.346312
Inst_4P_30C_2H_2PP_2Co_12.data;;47;4295;3079;2342;3601.08;3266.47;334.554;27651;43935;0.28312
Inst_4P_30C_2H_2PP_2Co_1.data;;52;5346;3041;2163;3601.07;3200.47;400.551;30626;37613;0.431163
Inst_4P_30C_2H_2PP_2Co_2.data;;31;4998;2853;2179;3831.24;553.897;3277.32;10553;17096;0.429172
Inst_4P_30C_2H_2PP_2Co_3.data;;82;4025;3068;2214;3601.07;3124.19;476.824;30489;38076;0.237764
Inst_4P_30C_2H_2PP_2Co_4.data;;72;6072;3698;2832;3604.67;3154.37;450.245;39001;37164;0.390975
Inst_4P_30C_2H_2PP_2Co_5.data;;133;6194;3815;2803;3601.06;2609.36;991.652;29997;38738;0.384081
Inst_4P_30C_2H_2PP_2Co_6.data;;84;5387;3416;2525;3601.08;3286.46;314.553;41941;50209;0.365881
Inst_4P_30C_2H_2PP_2Co_9.data;;68;5464;3305;2252;3601.08;3067.75;533.262;40385;50671;0.395132
