;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_2H_2PP_2Co_10.data;;101;3508;2590;1854;3601.06;2852.64;748.375;17958;41091;0.261688
Inst_4P_30C_2H_2PP_2Co_11.data;;95;4270;3359;2351;3601.06;2700.67;900.341;32076;36002;0.213349
Inst_4P_30C_2H_2PP_2Co_12.data;;45;4064;3064;2342;3609.25;2894.73;714.471;25626;43848;0.246063
Inst_4P_30C_2H_2PP_2Co_1.data;;49;3967;3037;2163;3601.07;3074.47;526.541;28330;35406;0.234434
Inst_4P_30C_2H_2PP_2Co_2.data;;45;4133;2894;2179;3605.76;2395.16;1210.56;21945;31131;0.299782
Inst_4P_30C_2H_2PP_2Co_3.data;;80;3784;3082;2214;3601.07;3109.57;491.442;24182;39249;0.185518
Inst_4P_30C_2H_2PP_2Co_4.data;;64;4683;3694;2832;3601.08;3099.08;501.94;36562;44234;0.211189
Inst_4P_30C_2H_2PP_2Co_5.data;;127;4661;3806;2803;3601.08;1802.66;1798.36;24674;36920;0.183437
Inst_4P_30C_2H_2PP_2Co_6.data;;71;4458;3384;2525;3601.09;3173.88;427.153;33055;44625;0.240915
Inst_4P_30C_2H_2PP_2Co_9.data;;68;4117;3276;2252;3601.08;3089.36;511.649;35658;51155;0.204275
