;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_2H_2PP_2Co_10.data;;128;3452;2532;1854;3601.04;2738.23;862.777;4302;12077;0.266512
Inst_4P_30C_2H_2PP_2Co_11.data;;131;4406;3199;2351;3606.31;3220.62;385.653;8808;15906;0.273945
Inst_4P_30C_2H_2PP_2Co_12.data;;82;4088;2985;2342;3611.78;2505.55;1106.19;5364;13674;0.269814
Inst_4P_30C_2H_2PP_2Co_1.data;;93;4177;2918;2163;3603.56;3361.42;242.102;6616;19674;0.301412
Inst_4P_30C_2H_2PP_2Co_2.data;;96;4015;2786;2179;3601.04;1958.1;1642.91;4427;11702;0.306102
Inst_4P_30C_2H_2PP_2Co_3.data;;154;3933;2976;2214;3601.07;3147.49;453.531;8160;25219;0.243326
Inst_4P_30C_2H_2PP_2Co_4.data;;107;4741;3574;2832;3601.06;3253.45;347.571;6950;18772;0.246151
Inst_4P_30C_2H_2PP_2Co_5.data;;146;4772;3717;2803;3607.71;1390.31;2217.35;9811;9835;0.221081
Inst_4P_30C_2H_2PP_2Co_6.data;;123;4428;3305;2525;3601.05;3168.01;433.008;8038;18324;0.253613
Inst_4P_30C_2H_2PP_2Co_9.data;;120;4270;3149;2252;3601.07;3259.12;341.904;8273;21766;0.262529
