;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_2H_2PP_2Co_10.data;UNK;;4728;1828;;3589.4;;;;;0.613367
Inst_4P_30C_2H_2PP_2Co_11.data;UNK;;5667;2351;;3594.52;;;;;0.585142
Inst_4P_30C_2H_2PP_2Co_12.data;UNK;;5602;2335;;3590.95;;;;;0.583185
Inst_4P_30C_2H_2PP_2Co_1.data;UNK;;5346;2163;;3595.73;;;;;0.595398
Inst_4P_30C_2H_2PP_2Co_2.data;UNK;;4998;2146;;3585.52;;;;;0.570628
Inst_4P_30C_2H_2PP_2Co_3.data;UNK;;5001;2208;;3584.65;;;;;0.558488
Inst_4P_30C_2H_2PP_2Co_4.data;UNK;;6072;2832;;3581.89;;;;;0.533597
Inst_4P_30C_2H_2PP_2Co_5.data;UNK;;6194;2770;;3586.73;;;;;0.552793
Inst_4P_30C_2H_2PP_2Co_6.data;UNK;;5387;2515;;3590;;;;;0.533135
Inst_4P_30C_2H_2PP_2Co_9.data;UNK;;5464;2226;;3587.93;;;;;0.592606
