;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_2H_2PP_2Co_10.data;;23;3752;2579;1854;3601.1;2626.64;974.381;12189;29509;0.312633
Inst_4P_30C_2H_2PP_2Co_11.data;;26;4280;3290;2351;3601.12;2789.29;811.748;22101;33265;0.231308
Inst_4P_30C_2H_2PP_2Co_12.data;;32;4096;3052;2342;3601.07;2834.59;766.428;18612;35397;0.254883
Inst_4P_30C_2H_2PP_2Co_1.data;;25;4278;3004;2163;3601.1;2865.83;735.218;21863;32059;0.297803
Inst_4P_30C_2H_2PP_2Co_2.data;;24;4054;2853;2179;3601.11;2674.67;926.351;16932;26310;0.296251
Inst_4P_30C_2H_2PP_2Co_3.data;;28;3901;3045;2214;4346.26;1621.33;2724.88;13616;29474;0.219431
Inst_4P_30C_2H_2PP_2Co_4.data;;24;4833;3732;2832;3601.1;2841.61;759.401;23802;32356;0.227809
Inst_4P_30C_2H_2PP_2Co_5.data;;23;6194;3807;2803;3610.93;2144.07;1466.82;18095;31864;0.385373
Inst_4P_30C_2H_2PP_2Co_6.data;;26;4452;3381;2525;3601.12;3085.21;515.81;27151;36294;0.240566
Inst_4P_30C_2H_2PP_2Co_9.data;;29;4273;3231;2252;3601.11;2984.11;616.911;24637;36437;0.243857
