;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_2H_2PP_2Co_10.data;;130;3572;2433;1854;3601.14;2442.8;1158.24;25980;47239;0.318869
Inst_4P_30C_2H_2PP_2Co_11.data;;134;4806;3143;2351;3601.2;2973.36;627.681;39648;50004;0.346026
Inst_4P_30C_2H_2PP_2Co_12.data;;122;4540;2948;2342;3601.16;3114.14;486.903;28140;46230;0.350661
Inst_4P_30C_2H_2PP_2Co_1.data;;97;4437;2884;2163;3605.05;3067.14;537.763;25638;50327;0.350011
Inst_4P_30C_2H_2PP_2Co_2.data;;123;4942;2733;2179;3601.28;2641.48;959.673;27783;42399;0.446985
Inst_4P_30C_2H_2PP_2Co_3.data;;127;4399;2866;2214;3601.2;3059.07;541.963;30392;42154;0.348488
Inst_4P_30C_2H_2PP_2Co_4.data;;81;5052;3573;2832;3609.43;3030.87;578.456;36274;58045;0.292755
Inst_4P_30C_2H_2PP_2Co_5.data;;129;5279;3530;2803;3601.16;2587.05;1013.98;43375;45940;0.331313
Inst_4P_30C_2H_2PP_2Co_6.data;;133;5283;3175;2525;3601.25;3148.35;452.739;39923;56374;0.399016
Inst_4P_30C_2H_2PP_2Co_9.data;;115;4788;3085;2252;3601.14;3050.82;550.201;41278;59934;0.355681
