;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_1H_2PP_3Co_10.data;;30;10000;1828;1242;3601.04;3586.59;14.4437;1185;3877;0.8172
Inst_6P_20C_1H_2PP_3Co_11.data;;37;10000;2082;1445;3601.05;3587.58;13.4525;2115;3711;0.7918
Inst_6P_20C_1H_2PP_3Co_12.data;;22;10000;1773;1278;3601.03;3593.44;7.57936;1155;2832;0.8227
Inst_6P_20C_1H_2PP_3Co_1.data;;51;10000;2151;1420;3601.04;3588.7;12.3283;3684;4395;0.7849
Inst_6P_20C_1H_2PP_3Co_2.data;;31;10000;1638;1084;3601.02;3591.64;9.37467;1665;2689;0.8362
Inst_6P_20C_1H_2PP_3Co_3.data;;21;10000;1828;1119;3601.04;3597.38;3.64755;1008;2350;0.8172
Inst_6P_20C_1H_2PP_3Co_4.data;;31;10000;2114;1442;3601.04;3593.26;7.76771;1848;3373;0.7886
Inst_6P_20C_1H_2PP_3Co_5.data;;42;10000;2324;1709;3601.04;3582.92;18.1112;2755;3442;0.7676
Inst_6P_20C_1H_2PP_3Co_8.data;;34;10000;2368;1713;3601.02;3587.77;13.24;2384;3388;0.7632
Inst_6P_20C_1H_2PP_3Co_9.data;;43;10000;1967;1287;3601.47;3589.7;11.7622;2526;3328;0.8033
