;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_1H_2PP_3Co_10.data;;105;2364;1868;1241;3603;3007.43;595.529;3195;16842;0.209814
Inst_6P_20C_1H_2PP_3Co_11.data;;152;2719;2313;1445;3601.06;3516.7;84.3086;6001;25603;0.14932
Inst_6P_20C_1H_2PP_3Co_12.data;;116;2474;1962;1278;3608.93;3403.88;205.012;4625;17389;0.206952
Inst_6P_20C_1H_2PP_3Co_1.data;;163;2853;2400;1420;3601.06;3465.79;135.222;7074;24732;0.15878
Inst_6P_20C_1H_2PP_3Co_2.data;;156;2207;1761;1084;3601.43;3517.09;84.2987;5858;21949;0.202084
Inst_6P_20C_1H_2PP_3Co_3.data;;113;2546;1953;1119;3603.27;3577.22;26.0151;5226;18479;0.232914
Inst_6P_20C_1H_2PP_3Co_4.data;;125;2620;2347;1402;3601.04;3166.04;434.968;4476;18229;0.104198
Inst_6P_20C_1H_2PP_3Co_5.data;;170;3053;2561;1706;3601.05;3412.58;188.419;8461;27151;0.161153
Inst_6P_20C_1H_2PP_3Co_8.data;;183;3104;2569;1712;3601.05;3516.94;84.0726;7857;31087;0.172358
Inst_6P_20C_1H_2PP_3Co_9.data;;177;2519;2155;1282;3601.05;3469.68;131.328;6894;23801;0.144502
