;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_1H_2PP_3Co_10.data;;60;2718;1802;1241;3605.94;2582.45;1023.4;25710;57524;0.337012
Inst_6P_20C_1H_2PP_3Co_11.data;;70;3090;2179;1445;3601.29;3129.37;471.751;38820;73510;0.294822
Inst_6P_20C_1H_2PP_3Co_12.data;;50;2931;1857;1278;3601.13;3233.15;367.864;24861;45983;0.366428
Inst_6P_20C_1H_2PP_3Co_1.data;;66;3429;2206;1420;3601.15;3329.72;271.3;40356;54207;0.356664
Inst_6P_20C_1H_2PP_3Co_2.data;;54;2495;1734;1084;3601.15;3258.07;342.989;21084;38824;0.30501
Inst_6P_20C_1H_2PP_3Co_3.data;;40;2849;1898;1119;3601.08;3376.51;224.516;22773;37642;0.333801
Inst_6P_20C_1H_2PP_3Co_4.data;;83;3026;2199;1402;3601.13;3127.4;473.633;31875;66613;0.273298
Inst_6P_20C_1H_2PP_3Co_5.data;;65;3320;2385;1706;3601.12;3221.97;379.047;35870;53159;0.281626
Inst_6P_20C_1H_2PP_3Co_8.data;;95;3479;2399;1712;3601.12;3166.06;434.956;39547;59725;0.310434
Inst_6P_20C_1H_2PP_3Co_9.data;;71;2825;2030;1282;3601.11;3231.04;369.978;37302;61514;0.281416
