;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_1H_2PP_3Co_10.data;;38;2371;2021;1241;3601.05;3150.4;450.61;11400;30997;0.147617
Inst_6P_20C_1H_2PP_3Co_11.data;;39;2747;2420;1445;3601.1;3467.75;133.311;15220;28902;0.119039
Inst_6P_20C_1H_2PP_3Co_12.data;;42;2480;2065;1278;3601.06;3362.63;238.384;19704;35171;0.167339
Inst_6P_20C_1H_2PP_3Co_1.data;;38;2821;2547;1420;3601.08;3523.73;77.3096;18057;29475;0.0971287
Inst_6P_20C_1H_2PP_3Co_2.data;;77;2263;1900;1084;3601.07;3397.43;203.578;24328;49568;0.160407
Inst_6P_20C_1H_2PP_3Co_3.data;;32;2401;2041;1119;3601.05;3534.22;66.7919;18285;28865;0.149938
Inst_6P_20C_1H_2PP_3Co_4.data;;45;2624;2375;1402;3601.05;3298.19;302.828;13449;28495;0.0948933
Inst_6P_20C_1H_2PP_3Co_5.data;;42;3048;2686;1706;3601.05;3447.82;153.195;19215;32131;0.118766
Inst_6P_20C_1H_2PP_3Co_8.data;;43;3053;2629;1712;3601.06;3483.24;117.779;19305;42167;0.13888
Inst_6P_20C_1H_2PP_3Co_9.data;;45;2503;2215;1282;3601.22;3504.55;96.6243;16153;27998;0.115062
