;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_1H_2PP_3Co_10.data;;69;2334;2077;1241;3601.06;3185.43;415.591;15345;32656;0.110111
Inst_6P_20C_1H_2PP_3Co_11.data;;64;2698;2434;1445;3601.05;3442.23;158.778;19190;32362;0.0978503
Inst_6P_20C_1H_2PP_3Co_12.data;;53;2618;1995;1278;3601.06;3396.93;204.082;22131;35571;0.237968
Inst_6P_20C_1H_2PP_3Co_1.data;;64;2824;2535;1420;3601.06;3526.54;74.4839;16089;24135;0.102337
Inst_6P_20C_1H_2PP_3Co_2.data;;95;2207;1895;1084;3601.06;3422.92;178.092;15035;29016;0.141368
Inst_6P_20C_1H_2PP_3Co_3.data;;43;2417;2058;1119;3601.05;3543.77;57.2426;19944;30390;0.148531
Inst_6P_20C_1H_2PP_3Co_4.data;;94;2620;2548;1402;3601.05;3245.32;355.688;20913;37787;0.0274809
Inst_6P_20C_1H_2PP_3Co_5.data;;84;3401;2538;1706;3601.08;3326.43;274.59;35438;48897;0.253749
Inst_6P_20C_1H_2PP_3Co_8.data;;74;3074;2635;1712;3601.07;3407.67;193.345;26076;43269;0.142811
Inst_6P_20C_1H_2PP_3Co_9.data;;51;2508;2218;1282;3601.02;3512.48;88.5267;8868;15002;0.11563
