;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_1H_2PP_3Co_10.data;;53;2322;2090;1241;14400.1;13740.3;659.721;13640;33075;0.0999139
Inst_6P_20C_1H_2PP_3Co_11.data;;60;2711;2428;1445;14400.1;14277.2;122.897;11722;25819;0.10439
Inst_6P_20C_1H_2PP_3Co_12.data;;54;2441;2083;1278;14400.1;14143.5;256.468;22814;41519;0.146661
Inst_6P_20C_1H_2PP_3Co_1.data;;58;2821;2665;1420;14400.1;14165.6;234.385;26163;44925;0.0552995
Inst_6P_20C_1H_2PP_3Co_2.data;;75;2189;1966;1084;14400.1;14157.6;242.372;18261;39928;0.101873
Inst_6P_20C_1H_2PP_3Co_3.data;;54;2406;2174;1119;14400.1;14334;66.0046;24900;40515;0.0964256
Inst_6P_20C_1H_2PP_3Co_4.data;;62;2624;2552;1402;14400.1;13744.9;655.135;18753;37055;0.027439
Inst_6P_20C_1H_2PP_3Co_5.data;;71;2986;2700;1706;14400.1;14128.8;271.189;24150;40369;0.0957803
Inst_6P_20C_1H_2PP_3Co_8.data;;56;3053;2726;1712;14400.1;14243;157.04;19587;37005;0.107108
Inst_6P_20C_1H_2PP_3Co_9.data;;45;2472;2225;1282;14400;14334.4;65.668;11094;19928;0.0999191
