;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_2H_2PP_3Co_12.data;;19;10000;2670;1604;3601.05;3599.9;1.13591;5063;4384;0.733
Inst_6P_20C_2H_2PP_3Co_14.data;;11;10000;2058;1193;3601.05;3600.57;0.475481;1976;4533;0.7942
Inst_6P_20C_2H_2PP_3Co_17.data;;13;10000;2433;1421;3601.05;3600.29;0.757802;2670;4557;0.7567
Inst_6P_20C_2H_2PP_3Co_22.data;;11;10000;2568;1479;3601.09;3600.44;0.642006;3633;5396;0.7432
Inst_6P_20C_2H_2PP_3Co_24.data;;11;10000;2156;1321;3601.07;3600.22;0.843398;2338;4997;0.7844
Inst_6P_20C_2H_2PP_3Co_25.data;;10;10000;2114;1266;3601.09;3600.51;0.572778;2317;4687;0.7886
Inst_6P_20C_2H_2PP_3Co_26.data;;9;10000;1982;1187;3601.09;3600.47;0.616746;1833;5825;0.8018
Inst_6P_20C_2H_2PP_3Co_27.data;;14;10000;2497;1395;3601.04;3600.16;0.878324;4153;4825;0.7503
Inst_6P_20C_2H_2PP_3Co_8.data;;21;10000;2703;1463;3601.07;3599.52;1.53484;5578;5835;0.7297
Inst_6P_20C_2H_2PP_3Co_9.data;;24;10000;2692;1478;3601.02;3599.94;1.06627;4731;7295;0.7308
