;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_2H_2PP_3Co_12.data;OPT;19;2984;2984;1598;559.408;554.041;5.34451;7388;11645;0
Inst_6P_20C_2H_2PP_3Co_14.data;;17;2514;2390;1193;3601.04;3595.87;5.14453;9621;17254;0.0493238
Inst_6P_20C_2H_2PP_3Co_17.data;OPT;20;2899;2899;1421;3444.77;3437.51;7.24161;8074;15729;0
Inst_6P_20C_2H_2PP_3Co_22.data;;17;3337;2975;1479;3601.05;3593.72;7.30631;19425;27274;0.108481
Inst_6P_20C_2H_2PP_3Co_24.data;;19;2604;2450;1321;3601.04;3595.14;5.88028;11980;18575;0.0591398
Inst_6P_20C_2H_2PP_3Co_25.data;;21;2746;2473;1266;3601.05;3592.97;8.06108;15659;25750;0.0994173
Inst_6P_20C_2H_2PP_3Co_26.data;;15;2705;2303;1187;3601.05;3589.09;11.928;23295;31110;0.148614
Inst_6P_20C_2H_2PP_3Co_27.data;;24;3177;2859;1387;3601.05;3588.83;12.1899;23592;29639;0.100094
Inst_6P_20C_2H_2PP_3Co_8.data;;16;3255;2989;1447;3601.04;3595.52;5.49933;10508;15446;0.0817204
Inst_6P_20C_2H_2PP_3Co_9.data;;26;3052;2952;1454;3601.11;3587.21;13.8743;12399;17740;0.0327654
