;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_2H_2PP_3Co_12.data;UNK;;3804;1054;;3589.99;;;;;0.722923
Inst_6P_20C_2H_2PP_3Co_14.data;UNK;;3429;1033;;3578.43;;;;;0.698746
Inst_6P_20C_2H_2PP_3Co_17.data;UNK;;3769;1147;;3564.78;;;;;0.695675
Inst_6P_20C_2H_2PP_3Co_22.data;UNK;;4137;864;;3572.74;;;;;0.791153
Inst_6P_20C_2H_2PP_3Co_24.data;UNK;;4053;729;;3585.9;;;;;0.820133
Inst_6P_20C_2H_2PP_3Co_25.data;UNK;;3887;1123;;3580.88;;;;;0.711088
Inst_6P_20C_2H_2PP_3Co_26.data;UNK;;3534;49;;3587.37;;;;;0.986135
Inst_6P_20C_2H_2PP_3Co_27.data;UNK;;4156;1183;;3588.34;;;;;0.715351
Inst_6P_20C_2H_2PP_3Co_8.data;UNK;;4465;1185;;3585.37;;;;;0.734602
Inst_6P_20C_2H_2PP_3Co_9.data;UNK;;3704;1158;;3585.05;;;;;0.687365
