;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_2H_2PP_3Co_12.data;OPT;48;2984;2984;1598;1269.72;1266.66;3.04027;4080;10059;0
Inst_6P_20C_2H_2PP_3Co_14.data;;41;2516;2273;1193;3601.07;3598.29;2.76549;4038;10709;0.0965819
Inst_6P_20C_2H_2PP_3Co_17.data;;42;2900;2828;1421;3601.04;3597.56;3.46814;3742;13334;0.0248276
Inst_6P_20C_2H_2PP_3Co_22.data;;61;3365;2826;1479;3601.05;3596.14;4.88153;6937;14508;0.160178
Inst_6P_20C_2H_2PP_3Co_24.data;;46;2585;2347;1321;3601.06;3597.84;3.19345;4331;11122;0.0920696
Inst_6P_20C_2H_2PP_3Co_25.data;;59;2741;2352;1266;3601.07;3595.88;5.17156;5770;16472;0.141919
Inst_6P_20C_2H_2PP_3Co_26.data;;71;2828;2202;1187;3601.05;3594.25;6.77896;7291;16563;0.221358
Inst_6P_20C_2H_2PP_3Co_27.data;;52;3367;2703;1387;3601.04;3595.66;5.36214;8196;19905;0.197208
Inst_6P_20C_2H_2PP_3Co_8.data;;45;3251;2926;1447;3601.05;3598;3.03347;4986;12073;0.0999692
Inst_6P_20C_2H_2PP_3Co_9.data;;72;3049;2898;1454;3601.05;3596.69;4.3368;5874;16052;0.0495244
