;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_2H_2PP_3Co_12.data;OPT;24;2984;2984;1598;474.03;471.254;2.76339;5807;10568;0
Inst_6P_20C_2H_2PP_3Co_14.data;;32;2503;2441;1193;14400;14397.2;2.82488;7326;14554;0.0247703
Inst_6P_20C_2H_2PP_3Co_17.data;OPT;28;2899;2899;1421;1233.42;1229.99;3.42574;6760;14165;0
Inst_6P_20C_2H_2PP_3Co_22.data;;49;3248;2925;1479;14400;14394;5.97628;15417;30402;0.0994458
Inst_6P_20C_2H_2PP_3Co_24.data;;42;2572;2508;1321;14400;14395.2;4.85741;8458;15485;0.0248834
Inst_6P_20C_2H_2PP_3Co_25.data;;31;2715;2485;1266;14400;14395.2;4.84094;12360;22572;0.0847145
Inst_6P_20C_2H_2PP_3Co_26.data;;56;2614;2351;1187;14400.1;14389.4;10.5973;17652;34663;0.100612
Inst_6P_20C_2H_2PP_3Co_27.data;;39;3131;2849;1387;14400;14394.8;5.20476;16886;22017;0.0900671
Inst_6P_20C_2H_2PP_3Co_8.data;;30;3247;3079;1447;14400.1;14397.1;3.0256;8470;12641;0.0517401
Inst_6P_20C_2H_2PP_3Co_9.data;;41;3043;2967;1454;14400.1;14394.9;5.12467;11399;16916;0.0249754
