;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_2H_2PP_3Co_12.data;;69;2984;2932;1598;3601.14;3516.09;84.969;46240;51573;0.0174263
Inst_6P_20C_2H_2PP_3Co_14.data;;51;2808;2210;1193;3601.13;3492.22;108.805;51394;57324;0.212963
Inst_6P_20C_2H_2PP_3Co_17.data;;76;2917;2772;1421;3601.19;3483.92;117.199;39995;63696;0.0497086
Inst_6P_20C_2H_2PP_3Co_22.data;;106;4137;2810;1479;3601.15;3487.22;113.826;75793;73744;0.320764
Inst_6P_20C_2H_2PP_3Co_24.data;;98;2644;2381;1321;3601.14;3536.09;64.9473;44969;55032;0.0994705
Inst_6P_20C_2H_2PP_3Co_25.data;;46;3854;2298;1266;3601.12;3523.76;77.2808;49509;60111;0.403736
Inst_6P_20C_2H_2PP_3Co_26.data;;67;3534;2156;1187;3601.15;3508.24;92.8198;56984;64245;0.389926
Inst_6P_20C_2H_2PP_3Co_27.data;;99;4156;2683;1387;3601.2;3509.55;91.546;71687;59118;0.354427
Inst_6P_20C_2H_2PP_3Co_8.data;;51;3935;2869;1447;3601.18;3479.67;121.35;58022;64310;0.270902
Inst_6P_20C_2H_2PP_3Co_9.data;;81;3283;2784;1454;3601.17;3441.12;159.951;45340;82136;0.151995
