;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_2H_2PP_3Co_12.data;OPT;27;2984;2984;1598;509.933;507.297;2.62322;5073;8817;0
Inst_6P_20C_2H_2PP_3Co_14.data;;33;2503;2378;1193;3601.03;3598.01;3.00898;6733;11284;0.0499401
Inst_6P_20C_2H_2PP_3Co_17.data;OPT;31;2899;2899;1421;2927.48;2922.39;5.07063;6724;13677;0
Inst_6P_20C_2H_2PP_3Co_22.data;;50;3318;2860;1479;3601.05;3594.41;6.61777;16193;24629;0.138035
Inst_6P_20C_2H_2PP_3Co_24.data;;37;2582;2453;1321;3601.04;3597.62;3.40305;7408;11455;0.0499613
Inst_6P_20C_2H_2PP_3Co_25.data;;32;2704;2452;1266;3601.05;3595.75;5.27658;12577;18614;0.0931953
Inst_6P_20C_2H_2PP_3Co_26.data;;56;2637;2318;1187;3601.03;3591.18;9.82756;18368;28147;0.120971
Inst_6P_20C_2H_2PP_3Co_27.data;;36;3160;2845;1387;3601.03;3594.84;6.168;18937;19874;0.0996835
Inst_6P_20C_2H_2PP_3Co_8.data;;37;3301;3002;1447;3601.03;3596.62;4.40056;8396;10193;0.0905786
Inst_6P_20C_2H_2PP_3Co_9.data;;55;3044;2960;1454;3601.06;3593.25;7.78681;11944;13270;0.0275953
