;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_1H_2PP_2Co_10.data;UNK;;5186;3005;;14374.4;;;;;0.420555
Inst_4P_30C_1H_2PP_2Co_11.data;UNK;;5202;3253;;14373.4;;;;;0.374664
Inst_4P_30C_1H_2PP_2Co_12.data;UNK;;5795;3520;;14373.2;;;;;0.39258
Inst_4P_30C_1H_2PP_2Co_13.data;UNK;;6627;4626;;14368.6;;;;;0.301947
Inst_4P_30C_1H_2PP_2Co_1.data;UNK;;5461;3186;;14369.4;;;;;0.41659
Inst_4P_30C_1H_2PP_2Co_2.data;UNK;;5624;3091;;14369.4;;;;;0.450391
Inst_4P_30C_1H_2PP_2Co_3.data;UNK;;4733;2640;;14371.1;;;;;0.442214
Inst_4P_30C_1H_2PP_2Co_4.data;UNK;;4887;2523;;12619.1;;;;;0.483732
Inst_4P_30C_1H_2PP_2Co_7.data;UNK;;5116;3233;;13068.5;;;;;0.368061
Inst_4P_30C_1H_2PP_2Co_9.data;UNK;;5760;3460;;13124.4;;;;;0.399306
