;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_1H_2PP_2Co_10.data;;106;5125;2907;2120;3605.87;2667.22;938.566;41779;57412;0.43278
Inst_4P_30C_1H_2PP_2Co_11.data;;150;5202;3351;2527;3610.85;2708.38;902.361;35853;42782;0.355825
Inst_4P_30C_1H_2PP_2Co_12.data;;113;5795;3514;2669;3601.13;2862.31;738.723;53268;53595;0.393615
Inst_4P_30C_1H_2PP_2Co_13.data;;207;6627;4634;3633;3601.14;2976.33;624.688;63111;60642;0.300739
Inst_4P_30C_1H_2PP_2Co_1.data;;180;5461;3311;2413;3601.11;2908.98;692.029;49055;57814;0.393701
Inst_4P_30C_1H_2PP_2Co_2.data;;92;5624;3301;2496;3601.08;2386.94;1214.07;36215;33852;0.413051
Inst_4P_30C_1H_2PP_2Co_3.data;;114;3208;2608;1737;3601.09;2969.75;631.261;32121;50659;0.187032
Inst_4P_30C_1H_2PP_2Co_4.data;;90;4135;2762;1957;7929.57;2343.35;5586.13;44042;49760;0.332044
Inst_4P_30C_1H_2PP_2Co_7.data;;166;5116;3242;2370;3609.11;2945.75;663.221;59145;61227;0.366302
Inst_4P_30C_1H_2PP_2Co_9.data;;140;4763;3514;2545;3601.12;2753.79;847.216;51060;80651;0.26223
