;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_1H_2PP_2Co_10.data;;33;10000;2647;2124;3601.02;3580.27;20.7407;2115;4415;0.7353
Inst_4P_30C_1H_2PP_2Co_11.data;;35;10000;3080;2544;3601.06;3555.62;45.4146;2070;4698;0.692
Inst_4P_30C_1H_2PP_2Co_12.data;;44;10000;3236;2669;3601.04;3548.61;52.4161;3189;5028;0.6764
Inst_4P_30C_1H_2PP_2Co_13.data;;29;10000;4143;3635;3601.06;3588.62;12.4298;4307;4341;0.5857
Inst_4P_30C_1H_2PP_2Co_1.data;;27;10000;3034;2456;3601.04;3590.65;10.3741;1889;4133;0.6966
Inst_4P_30C_1H_2PP_2Co_2.data;;32;10000;3044;2535;3601.04;3560.09;40.9361;2229;4963;0.6956
Inst_4P_30C_1H_2PP_2Co_3.data;;47;10000;2314;1751;3601.07;3571.92;29.132;3174;4147;0.7686
Inst_4P_30C_1H_2PP_2Co_4.data;;139;10000;2509;1984;3601.08;3402.7;198.345;8209;6851;0.7491
Inst_4P_30C_1H_2PP_2Co_7.data;;74;10000;2986;2370;3601.04;3555.02;45.9902;4701;5818;0.7014
Inst_4P_30C_1H_2PP_2Co_9.data;;23;10000;3248;2550;3601.03;3590.8;10.2218;1756;3852;0.6752
