;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_1H_2PP_2Co_10.data;;49;3521;2909;2120;3601.11;1826.09;1774.92;24032;40812;0.173814
Inst_4P_30C_1H_2PP_2Co_11.data;;62;3896;3397;2527;3609.19;2315.23;1293.87;25463;41075;0.12808
Inst_4P_30C_1H_2PP_2Co_12.data;;65;4279;3535;2669;3601.11;2147.32;1453.7;36954;45954;0.173872
Inst_4P_30C_1H_2PP_2Co_13.data;;67;5600;4645;3633;3601.16;2427.76;1173.28;43921;50684;0.170536
Inst_4P_30C_1H_2PP_2Co_1.data;;75;3881;3305;2413;3601.21;2751.78;849.248;32586;47283;0.148415
Inst_4P_30C_1H_2PP_2Co_2.data;;50;3938;3292;2496;3601.1;1504.75;2096.26;25427;27937;0.164043
Inst_4P_30C_1H_2PP_2Co_3.data;;54;3119;2579;1737;3601.11;2571.29;1029.74;24533;43686;0.173132
Inst_4P_30C_1H_2PP_2Co_4.data;;41;3487;2724;1957;6400.04;710.183;5689.81;16438;25671;0.218813
Inst_4P_30C_1H_2PP_2Co_7.data;;91;3865;3277;2370;3601.11;2413.32;1187.69;40470;48770;0.152135
Inst_4P_30C_1H_2PP_2Co_9.data;;61;4115;3508;2545;3601.12;2524.1;1076.94;30691;56930;0.147509
