;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_1H_2PP_2Co_10.data;;188;3544;2790;2120;3601.07;2236.4;1364.61;9910;28942;0.212754
Inst_4P_30C_1H_2PP_2Co_11.data;;267;3962;3296;2527;3601.1;2664;937.014;14688;44980;0.168097
Inst_4P_30C_1H_2PP_2Co_12.data;;211;4191;3451;2669;3601.08;2318.83;1282.18;12576;36309;0.176569
Inst_4P_30C_1H_2PP_2Co_13.data;;467;5434;4570;3633;3607.28;2243.26;1363.92;28276;35854;0.158999
Inst_4P_30C_1H_2PP_2Co_1.data;;296;3849;3277;2413;3608.89;3299.97;308.842;17940;42534;0.14861
Inst_4P_30C_1H_2PP_2Co_2.data;;215;3968;3166;2496;3606.77;1957.72;1648.99;12210;24725;0.202117
Inst_4P_30C_1H_2PP_2Co_3.data;;216;3145;2505;1737;3604.66;2989.82;614.773;9453;31010;0.203498
Inst_4P_30C_1H_2PP_2Co_4.data;;151;3447;2694;1957;3601.06;1539.09;2061.92;8755;27628;0.218451
Inst_4P_30C_1H_2PP_2Co_7.data;;292;3874;3213;2370;3601.1;2290.1;1310.9;18102;44701;0.170625
Inst_4P_30C_1H_2PP_2Co_9.data;;229;4130;3477;2545;3601.09;2983.18;617.83;12896;41694;0.158111
