;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_1H_2PP_2Co_10.data;;151;3901;2702;2120;3601.2;2635.52;965.535;42841;61408;0.307357
Inst_4P_30C_1H_2PP_2Co_11.data;;188;4141;3199;2527;3601.17;2363.98;1237.06;39759;59067;0.227481
Inst_4P_30C_1H_2PP_2Co_12.data;;167;4778;3305;2669;3603.56;2502.93;1100.46;39924;56772;0.308288
Inst_4P_30C_1H_2PP_2Co_13.data;;181;5898;4361;3633;3601.33;2539.63;1061.44;60213;53270;0.260597
Inst_4P_30C_1H_2PP_2Co_1.data;;172;4389;3200;2413;3601.21;2930.06;670.97;48744;65564;0.270905
Inst_4P_30C_1H_2PP_2Co_2.data;;87;4273;3095;2496;3601.14;2412.95;1188.08;27769;43330;0.275685
Inst_4P_30C_1H_2PP_2Co_3.data;;99;3487;2436;1737;3601.15;2642.44;958.603;35060;56838;0.301405
Inst_4P_30C_1H_2PP_2Co_4.data;;161;3705;2589;1957;3601.17;1999.18;1601.86;34877;53023;0.301215
Inst_4P_30C_1H_2PP_2Co_7.data;;148;4112;3042;2370;3602.46;2607.85;994.484;46872;63037;0.260214
Inst_4P_30C_1H_2PP_2Co_9.data;;164;4605;3306;2545;3601.3;2776.46;824.629;44195;60962;0.282085
