;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_1H_2PP_2Co_10.data;;71;1761;1399;654;3601.13;3556.62;44.4228;33812;45514;0.205565
Inst_2P_20C_1H_2PP_2Co_11.data;;130;2633;2260;1157;3601.15;3473.09;127.954;63157;81658;0.141664
Inst_2P_20C_1H_2PP_2Co_12.data;;85;3224;3076;1700;3601.17;3541.45;59.5756;58390;62895;0.0459057
Inst_2P_20C_1H_2PP_2Co_13.data;;75;2809;2700;1425;3601.14;3539.48;61.5327;45348;54555;0.0388038
Inst_2P_20C_1H_2PP_2Co_14.data;;129;3009;2981;1547;3601.15;3540.23;60.8181;35670;39014;0.00930542
Inst_2P_20C_1H_2PP_2Co_18.data;;82;2388;2271;1039;3601.07;3566.02;34.9976;43211;29502;0.048995
Inst_2P_20C_1H_2PP_2Co_2.data;;69;2190;1969;897;3601.12;3545.76;55.2782;49635;42725;0.100913
Inst_2P_20C_1H_2PP_2Co_4.data;OPT;48;2481;2481;1031;392.937;379.128;13.7671;21040;26124;0
Inst_2P_20C_1H_2PP_2Co_5.data;;56;2041;1782;1017;3601.11;3538.93;62.0754;50610;39828;0.126899
Inst_2P_20C_1H_2PP_2Co_7.data;;64;2442;2321;1121;3601.11;3546.5;54.5238;33832;40899;0.0495495
