;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_1H_2PP_2Co_10.data;;73;10000;1237;654;3601.06;3594.14;6.88596;9477;7883;0.8763
Inst_2P_20C_1H_2PP_2Co_11.data;;107;10000;2093;1166;3608.9;3598.09;10.7646;15307;8594;0.7907
Inst_2P_20C_1H_2PP_2Co_12.data;;26;10000;2566;1700;3601.03;3598.63;2.3782;4660;4941;0.7434
Inst_2P_20C_1H_2PP_2Co_13.data;;59;10000;2414;1425;3601.03;3596.05;4.95864;9888;7335;0.7586
Inst_2P_20C_1H_2PP_2Co_14.data;;48;10000;2621;1559;3605.94;3602.25;3.66574;9936;6764;0.7379
Inst_2P_20C_1H_2PP_2Co_18.data;;69;10000;1842;1046;3601.03;3593.99;7.02011;14770;4235;0.8158
Inst_2P_20C_1H_2PP_2Co_2.data;;162;10000;1650;902;3601.06;3589.41;11.5978;27885;2680;0.835
Inst_2P_20C_1H_2PP_2Co_4.data;;43;10000;2356;1031;3601.03;3598.3;2.70963;8910;7080;0.7644
Inst_2P_20C_1H_2PP_2Co_5.data;;87;10000;1583;1023;3601.04;3592.02;8.99352;14964;2508;0.8417
Inst_2P_20C_1H_2PP_2Co_7.data;;43;10000;2279;1137;3601.03;3597.36;3.65057;8630;6864;0.7721
