;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_1H_2PP_2Co_10.data;OPT;30;1618;1618;654;6509.69;6505.67;4.01108;10625;12450;0
Inst_2P_20C_1H_2PP_2Co_11.data;;42;2544;2481;1157;14400;14395.6;4.44338;9480;10920;0.0247642
Inst_2P_20C_1H_2PP_2Co_12.data;OPT;51;3194;3194;1700;188.444;185.921;2.51636;8890;5159;0
Inst_2P_20C_1H_2PP_2Co_13.data;OPT;47;2778;2778;1425;730.881;727.939;2.93342;6786;9369;0
Inst_2P_20C_1H_2PP_2Co_14.data;OPT;28;3002;3002;1547;50.9791;48.8218;2.15196;6538;6220;0
Inst_2P_20C_1H_2PP_2Co_18.data;OPT;39;2388;2388;1039;671.146;669.232;1.90675;8501;6638;0
Inst_2P_20C_1H_2PP_2Co_2.data;OPT;32;2138;2138;897;1805.9;1802.96;2.93145;10635;7365;0
Inst_2P_20C_1H_2PP_2Co_4.data;OPT;25;2481;2481;1031;53.4365;51.8438;1.5854;6702;5322;0
Inst_2P_20C_1H_2PP_2Co_5.data;OPT;30;2033;2033;1017;10524.1;10520.4;3.72392;8700;9288;0
Inst_2P_20C_1H_2PP_2Co_7.data;OPT;45;2427;2427;1121;498.365;496.267;2.08816;6361;5244;0
