;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_1H_2PP_2Co_10.data;;35;1626;1542;654;3601.04;3597.38;3.64322;11062;11906;0.0516605
Inst_2P_20C_1H_2PP_2Co_11.data;OPT;50;2544;2544;1157;1090.03;1085.17;4.85026;7837;7483;0
Inst_2P_20C_1H_2PP_2Co_12.data;OPT;53;3194;3194;1700;107.972;106.195;1.77038;7360;4244;0
Inst_2P_20C_1H_2PP_2Co_13.data;OPT;51;2778;2778;1425;453.907;450.703;3.19108;8796;7032;0
Inst_2P_20C_1H_2PP_2Co_14.data;OPT;39;3002;3002;1547;45.4857;43.4017;2.07688;6268;4818;0
Inst_2P_20C_1H_2PP_2Co_18.data;OPT;35;2388;2388;1039;1302.55;1300.62;1.91352;9809;6722;0
Inst_2P_20C_1H_2PP_2Co_2.data;OPT;31;2138;2138;897;412.167;410.462;1.69701;9895;5375;0
Inst_2P_20C_1H_2PP_2Co_4.data;OPT;27;2481;2481;1031;23.8795;22.5141;1.3577;5584;3622;0
Inst_2P_20C_1H_2PP_2Co_5.data;;31;2037;1917;1017;3601.06;3596.75;4.2944;9948;8328;0.0589102
Inst_2P_20C_1H_2PP_2Co_7.data;OPT;43;2427;2427;1121;255.581;253.982;1.59257;4864;2729;0
