;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_1H_2PP_2Co_10.data;;108;1697;1328;654;3601.03;3594.06;6.94108;8831;21344;0.217443
Inst_2P_20C_1H_2PP_2Co_11.data;;55;2544;2481;1157;3601.02;3598.37;2.63616;5310;9805;0.0247642
Inst_2P_20C_1H_2PP_2Co_12.data;OPT;58;3194;3194;1700;651.966;650.538;1.42044;6220;3505;0
Inst_2P_20C_1H_2PP_2Co_13.data;OPT;62;2778;2778;1425;707.779;705.677;2.09236;5232;7395;0
Inst_2P_20C_1H_2PP_2Co_14.data;OPT;58;3002;3002;1547;189.878;184.872;4.99649;4972;7754;0
Inst_2P_20C_1H_2PP_2Co_18.data;;73;2388;2326;1039;3601.02;3598.27;2.73715;5861;8915;0.0259631
Inst_2P_20C_1H_2PP_2Co_2.data;;151;2152;2023;897;3601.03;3594.54;6.4715;11075;16915;0.0599442
Inst_2P_20C_1H_2PP_2Co_4.data;OPT;37;2481;2481;1031;38.492;37.0065;1.47652;3544;7604;0
Inst_2P_20C_1H_2PP_2Co_5.data;;139;2046;1738;1017;3601.03;3594.17;6.83437;9282;20196;0.150538
Inst_2P_20C_1H_2PP_2Co_7.data;OPT;50;2427;2427;1121;1679.72;1677.84;1.86815;4018;5059;0
