;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_1H_2PP_2Co_10.data;;23;2087;1467;654;3601.01;3599.21;1.79714;7624;9039;0.297077
Inst_2P_20C_1H_2PP_2Co_11.data;;20;2545;2544;1166;3601.02;3598.69;2.31567;9547;10287;0.000392927
Inst_2P_20C_1H_2PP_2Co_12.data;OPT;26;3194;3194;1700;535.17;533.305;1.85235;10255;7558;0
Inst_2P_20C_1H_2PP_2Co_13.data;OPT;22;2778;2778;1425;420.575;418.516;2.05011;10734;13233;0
Inst_2P_20C_1H_2PP_2Co_14.data;OPT;17;3002;3002;1559;155.646;154.021;1.61639;10068;8058;0
Inst_2P_20C_1H_2PP_2Co_18.data;;33;2388;2386;1046;3601.01;3599.04;1.95979;12611;9698;0.000837521
Inst_2P_20C_1H_2PP_2Co_2.data;;25;2178;2124;902;3601.01;3598.43;2.57729;15005;9425;0.0247934
Inst_2P_20C_1H_2PP_2Co_4.data;OPT;14;2481;2481;1031;84.5769;83.0549;1.51503;8828;7114;0
Inst_2P_20C_1H_2PP_2Co_5.data;;16;2120;1967;1023;3601.01;3599.18;1.82075;9726;8802;0.0721698
Inst_2P_20C_1H_2PP_2Co_7.data;OPT;24;2427;2427;1137;816.337;814.728;1.60263;9055;6030;0
