;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_1H_2PP_2Co_10.data;;31;1630;1531;654;3601.05;3598.44;2.59581;9072;8917;0.0607362
Inst_2P_20C_1H_2PP_2Co_11.data;;42;2545;2482;1157;3601.03;3597.3;3.71751;7530;10059;0.0247544
Inst_2P_20C_1H_2PP_2Co_12.data;OPT;51;3194;3194;1700;208.549;206.361;2.17671;8470;5221;0
Inst_2P_20C_1H_2PP_2Co_13.data;OPT;46;2778;2778;1425;230.044;226.389;3.6415;7896;8388;0
Inst_2P_20C_1H_2PP_2Co_14.data;OPT;36;3002;3002;1547;131.223;126.997;4.21816;6476;6570;0
Inst_2P_20C_1H_2PP_2Co_18.data;OPT;33;2388;2388;1039;1107.3;1105.11;2.1699;10481;8140;0
Inst_2P_20C_1H_2PP_2Co_2.data;OPT;32;2138;2138;897;978.899;976.496;2.3943;8245;6980;0
Inst_2P_20C_1H_2PP_2Co_4.data;OPT;24;2481;2481;1031;39.2422;37.5352;1.69919;6004;4660;0
Inst_2P_20C_1H_2PP_2Co_5.data;;32;2033;1930;1017;3601.03;3596.05;4.96813;10242;10356;0.050664
Inst_2P_20C_1H_2PP_2Co_7.data;OPT;42;2427;2427;1121;538.652;536.519;2.12421;6339;4544;0
