;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_1H_2PP_2Co_10.data;;62;1467;1308;740;3601.05;3553.37;47.6542;3138;11805;0.108384
Inst_2P_20C_1H_2PP_2Co_1.data;OPT;41;2238;2238;1109;687.361;670.612;16.7311;6836;14345;0
Inst_2P_20C_1H_2PP_2Co_2.data;;86;1998;1897;1076;3601.04;3497.84;103.164;6375;17824;0.0505506
Inst_2P_20C_1H_2PP_2Co_3.data;OPT;34;2211;2211;971;224.972;220.302;4.66424;1359;4585;0
Inst_2P_20C_1H_2PP_2Co_4.data;OPT;29;2134;2134;946;882.832;851.577;31.2413;3834;10564;0
Inst_2P_20C_1H_2PP_2Co_5.data;;227;1801;1579;1038;3601.09;1832.92;1768.09;6884;31163;0.123265
Inst_2P_20C_1H_2PP_2Co_6.data;OPT;38;1990;1990;1017;1239.83;1216.13;23.6886;3966;11218;0
Inst_2P_20C_1H_2PP_2Co_7.data;;67;2138;2001;1121;3601.07;3494.32;106.72;8198;22475;0.0640786
Inst_2P_20C_1H_2PP_2Co_8.data;;52;1659;1616;816;3601.04;3402.06;198.973;1652;7874;0.0259192
Inst_2P_20C_1H_2PP_2Co_9.data;OPT;61;2155;2155;1067;2471.54;2395.46;76.0725;2163;8586;0
