;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_1H_2PP_2Co_10.data;;71;1467;1308;740;3601.05;3350.93;250.092;4428;12357;0.108384
Inst_2P_20C_1H_2PP_2Co_1.data;OPT;82;2238;2238;1109;1276.99;1239.26;37.7024;8564;14277;0
Inst_2P_20C_1H_2PP_2Co_2.data;;138;1998;1995;1076;3601.04;3496.44;104.562;8323;16943;0.0015015
Inst_2P_20C_1H_2PP_2Co_3.data;OPT;38;2211;2211;971;68.071;64.1286;3.93288;1908;3727;0
Inst_2P_20C_1H_2PP_2Co_4.data;OPT;47;2134;2134;946;330.58;229.265;101.301;2571;6628;0
Inst_2P_20C_1H_2PP_2Co_5.data;;213;1813;1582;1038;3601.08;2676.02;924.989;5465;23159;0.127413
Inst_2P_20C_1H_2PP_2Co_6.data;OPT;46;1990;1990;1017;1662.83;1633.46;29.3519;3210;8133;0
Inst_2P_20C_1H_2PP_2Co_7.data;;87;2113;2009;1121;3601.04;3483.3;117.708;7826;19070;0.0492191
Inst_2P_20C_1H_2PP_2Co_8.data;;85;1659;1657;816;3601.02;3527.64;73.3662;2207;8795;0.00120555
Inst_2P_20C_1H_2PP_2Co_9.data;OPT;55;2155;2155;1067;1287.52;1212.98;74.5201;3036;9378;0
