;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_1H_2PP_2Co_10.data;;65;1550;1182;740;3601.05;3439.6;161.414;10161;30543;0.237419
Inst_2P_20C_1H_2PP_2Co_1.data;;110;2384;1984;1109;3608.83;3230.6;378.149;35172;69115;0.167785
Inst_2P_20C_1H_2PP_2Co_2.data;;113;2042;1751;1076;3601.07;3127.4;473.603;15556;51631;0.142507
Inst_2P_20C_1H_2PP_2Co_3.data;;56;2211;2101;971;3601.09;3523.89;77.1715;7983;19820;0.0497512
Inst_2P_20C_1H_2PP_2Co_4.data;;50;2146;2019;946;3601.06;3464.01;137.006;13671;35728;0.0591799
Inst_2P_20C_1H_2PP_2Co_5.data;;107;1822;1515;1038;3601.06;3074.13;526.885;12441;43596;0.168496
Inst_2P_20C_1H_2PP_2Co_6.data;;68;2059;1764;1017;3601.07;3406.41;194.598;17046;49464;0.143273
Inst_2P_20C_1H_2PP_2Co_7.data;;133;2165;1895;1121;3601.68;3122.24;479.317;19798;56843;0.124711
Inst_2P_20C_1H_2PP_2Co_8.data;;68;1684;1503;816;3601.05;3355.86;245.15;8563;29226;0.107482
Inst_2P_20C_1H_2PP_2Co_9.data;;42;2155;2029;1067;3601.06;3439.75;161.286;8772;28974;0.0584687
