;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_1H_2PP_2Co_10.data;;45;1467;1311;740;3601.03;3518.95;82.0665;3876;12846;0.106339
Inst_2P_20C_1H_2PP_2Co_1.data;;49;2238;2237;1109;3601.02;3578.46;22.5443;5831;14333;0.000446828
Inst_2P_20C_1H_2PP_2Co_2.data;;84;2004;1897;1076;3601.03;3505.72;95.2828;6330;17689;0.0533932
Inst_2P_20C_1H_2PP_2Co_3.data;OPT;28;2211;2211;971;115.035;110.941;4.0882;1440;4724;0
Inst_2P_20C_1H_2PP_2Co_4.data;OPT;28;2134;2134;946;855.879;825.732;30.1346;3834;10564;0
Inst_2P_20C_1H_2PP_2Co_5.data;;92;1807;1582;1038;3601.04;3087.22;513.779;5757;24002;0.124516
Inst_2P_20C_1H_2PP_2Co_6.data;OPT;28;1990;1990;1017;2215.72;2197.26;18.4465;4428;11632;0
Inst_2P_20C_1H_2PP_2Co_7.data;;80;2127;2002;1121;3601.04;3477.41;123.597;10135;25269;0.0587682
Inst_2P_20C_1H_2PP_2Co_8.data;;32;1659;1616;816;3601.03;3509.53;91.4873;1741;8496;0.0259192
Inst_2P_20C_1H_2PP_2Co_9.data;OPT;41;2155;2155;1067;766.566;682.126;84.4286;2667;8608;0
