;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_1H_2PP_2Co_10.data;;94;1466;1313;740;14400;14270.4;129.599;5328;15432;0.104366
Inst_2P_20C_1H_2PP_2Co_1.data;OPT;48;2238;2238;1109;2720.5;2693.79;26.6856;7964;16799;0
Inst_2P_20C_1H_2PP_2Co_2.data;;74;2002;1944;1076;14400.1;14318.6;81.4582;6916;19723;0.028971
Inst_2P_20C_1H_2PP_2Co_3.data;OPT;26;2211;2211;971;149.404;146.801;2.59834;1572;3871;0
Inst_2P_20C_1H_2PP_2Co_4.data;OPT;31;2134;2134;948;300.621;280.151;20.4632;3111;8766;0
Inst_2P_20C_1H_2PP_2Co_5.data;;267;1801;1586;1038;14400.1;10966.2;3433.81;9184;37803;0.119378
Inst_2P_20C_1H_2PP_2Co_6.data;OPT;41;1990;1990;1017;7553.82;7526.38;27.4273;3273;8865;0
Inst_2P_20C_1H_2PP_2Co_7.data;;69;2113;2048;1121;14400.1;14288.4;111.676;8534;21459;0.0307619
Inst_2P_20C_1H_2PP_2Co_8.data;;111;1659;1616;816;14400.1;13408.5;991.576;2222;11302;0.0259192
Inst_2P_20C_1H_2PP_2Co_9.data;OPT;37;2155;2155;1067;1720.46;1629.2;91.2512;2382;8697;0
