;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_1H_2PP_2Co_10.data;;18;1493;1408;743;3601.02;3578.82;22.1827;2958;8568;0.0569324
Inst_2P_20C_1H_2PP_2Co_1.data;OPT;28;2238;2238;1109;3354.64;3321.36;33.2536;10215;16383;0
Inst_2P_20C_1H_2PP_2Co_2.data;;17;2012;1961;1076;3601.02;3563.23;37.7698;4260;11044;0.0253479
Inst_2P_20C_1H_2PP_2Co_3.data;OPT;22;2211;2211;971;138.952;136.463;2.48184;2202;5030;0
Inst_2P_20C_1H_2PP_2Co_4.data;;19;2144;2126;948;3601.01;3573.68;27.3228;3357;9886;0.00839552
Inst_2P_20C_1H_2PP_2Co_5.data;;18;1855;1701;1038;3601.02;3555.97;45.0382;3705;9957;0.0830189
Inst_2P_20C_1H_2PP_2Co_6.data;OPT;18;1990;1990;1017;2110.12;2087.32;22.79;4980;10788;0
Inst_2P_20C_1H_2PP_2Co_7.data;;15;2253;2065;1137;3601.02;3561.79;39.2122;5586;12831;0.0834443
Inst_2P_20C_1H_2PP_2Co_8.data;;24;1659;1657;816;3601.01;3483.62;117.386;3048;9321;0.00120555
Inst_2P_20C_1H_2PP_2Co_9.data;;10;2244;2112;1067;3601.01;3575.02;25.986;1872;5710;0.0588235
