;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_1H_2PP_2Co_10.data;;12;2990;1594;1107;3601.02;3590.17;10.8431;1455;3897;0.46689
Inst_2P_30C_1H_2PP_2Co_1.data;;32;2380;2019;1183;3601.02;3565.79;35.2133;5684;9544;0.151681
Inst_2P_30C_1H_2PP_2Co_2.data;;13;2970;2193;1484;3601.01;3585.73;15.2814;1944;4592;0.261616
Inst_2P_30C_1H_2PP_2Co_3.data;;24;3448;2035;1231;3601.01;3585.93;15.0815;2898;5337;0.409803
Inst_2P_30C_1H_2PP_2Co_4.data;;16;3121;1980;1202;3601.04;3538.15;62.8761;6376;10181;0.365588
Inst_2P_30C_1H_2PP_2Co_5.data;;17;2966;2517;1583;3601.02;3565.34;35.6635;6352;12977;0.151382
Inst_2P_30C_1H_2PP_2Co_6.data;;11;3435;3072;2251;3601.01;3576.29;24.7167;3360;7448;0.105677
Inst_2P_30C_1H_2PP_2Co_7.data;;15;2668;2267;1415;3601.02;3577.21;23.794;3732;7893;0.1503
Inst_2P_30C_1H_2PP_2Co_8.data;;19;2517;2056;1104;3601.01;3588.54;12.4668;2358;8014;0.183155
Inst_2P_30C_1H_2PP_2Co_9.data;;14;2353;2084;1190;3601.02;3528.46;72.5483;5003;10541;0.114322
