;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_1H_2PP_2Co_10.data;;99;2064;1699;1104;3602.27;2309.07;1293.14;24418;50183;0.176841
Inst_2P_30C_1H_2PP_2Co_1.data;;185;2291;1921;1180;3601.21;2617.85;983.278;21227;52122;0.161502
Inst_2P_30C_1H_2PP_2Co_2.data;;152;2666;2254;1421;3603.71;2461.28;1142.34;25697;65339;0.154539
Inst_2P_30C_1H_2PP_2Co_3.data;;77;2333;2164;1231;3601.04;3357.83;243.191;9769;19849;0.0724389
Inst_2P_30C_1H_2PP_2Co_4.data;;133;2253;1911;1202;3601.1;2829.11;771.9;34214;60411;0.151798
Inst_2P_30C_1H_2PP_2Co_5.data;;129;2755;2498;1539;3601.07;3244.3;356.701;29210;51909;0.0932849
Inst_2P_30C_1H_2PP_2Co_6.data;;164;3429;3031;2251;3601.08;1597.87;2003.14;21010;56467;0.116069
Inst_2P_30C_1H_2PP_2Co_7.data;;63;2605;2193;1412;3601.18;298.952;3302.19;15153;32378;0.158157
Inst_2P_30C_1H_2PP_2Co_8.data;;79;2266;2014;1104;3601.04;3347.21;253.793;7947;24003;0.111209
Inst_2P_30C_1H_2PP_2Co_9.data;;91;2255;2010;1190;3601.63;2701.81;899.77;23933;44831;0.108647
