;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_1H_2PP_2Co_10.data;;92;2253;1605;1104;3601.09;2895.59;705.43;23189;64175;0.287617
Inst_2P_30C_1H_2PP_2Co_1.data;;119;2506;1817;1180;3601.09;3313;288.015;39290;84672;0.27494
Inst_2P_30C_1H_2PP_2Co_2.data;;112;2697;2108;1421;3601.12;3084.54;516.49;35257;83359;0.218391
Inst_2P_30C_1H_2PP_2Co_3.data;;94;3218;1925;1231;3601.06;3434.14;166.869;35523;59724;0.401802
Inst_2P_30C_1H_2PP_2Co_4.data;;144;3121;1736;1202;3601.08;3082.94;518.07;37424;72249;0.443768
Inst_2P_30C_1H_2PP_2Co_5.data;;146;3061;2229;1539;3601.1;3294.47;306.534;43590;82041;0.271807
Inst_2P_30C_1H_2PP_2Co_6.data;;156;3585;2849;2251;3601.09;2779.44;821.567;28960;73316;0.2053
Inst_2P_30C_1H_2PP_2Co_7.data;;152;2712;2137;1412;3601.1;2621.13;979.893;42711;75887;0.212021
Inst_2P_30C_1H_2PP_2Co_8.data;;145;2700;1828;1104;3601.07;3431.57;169.441;28266;65825;0.322963
Inst_2P_30C_1H_2PP_2Co_9.data;;55;2608;1835;1190;3601.08;3410.57;190.444;34831;58360;0.296396
