;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_2H_2PP_2Co_10.data;;82;3200;2781;1510;3601.14;3487.91;113.12;54984;79926;0.130938
Inst_4P_20C_2H_2PP_2Co_11.data;;52;3877;3122;1570;3601.14;3502.44;98.5935;66600;76207;0.194738
Inst_4P_20C_2H_2PP_2Co_13.data;;80;3427;3252;1626;3601.24;3477.38;123.79;37688;65204;0.0510651
Inst_4P_20C_2H_2PP_2Co_15.data;;60;2778;2648;1421;3601.1;3515.55;85.4816;26065;57450;0.0467963
Inst_4P_20C_2H_2PP_2Co_21.data;;82;3642;2681;1555;3601.14;3506.59;94.4455;67386;76828;0.263866
Inst_4P_20C_2H_2PP_2Co_22.data;;123;4247;3280;2215;3601.18;3508.32;92.7335;102692;65717;0.22769
Inst_4P_20C_2H_2PP_2Co_23.data;;124;4357;3151;1873;3601.12;3497.02;104.009;66762;69542;0.276796
Inst_4P_20C_2H_2PP_2Co_24.data;;131;3463;2877;1595;3601.13;3489.02;112.004;66980;78968;0.169217
Inst_4P_20C_2H_2PP_2Co_5.data;;112;3111;2483;1483;3601.18;3479.97;121.123;59733;74975;0.201864
Inst_4P_20C_2H_2PP_2Co_8.data;;133;3213;2548;1559;3601.15;3481.87;119.17;70542;75777;0.206972
