;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_2H_2PP_2Co_10.data;;34;2967;2870;1510;3601.04;3596.09;4.93254;8580;12673;0.032693
Inst_4P_20C_2H_2PP_2Co_11.data;;26;3489;3315;1570;3601.04;3597.62;3.40671;10302;13647;0.049871
Inst_4P_20C_2H_2PP_2Co_13.data;;34;3411;3326;1626;3601.03;3595.43;5.58585;8020;13846;0.0249194
Inst_4P_20C_2H_2PP_2Co_15.data;OPT;29;2758;2758;1421;721.006;717.604;3.39051;5564;10803;0
Inst_4P_20C_2H_2PP_2Co_21.data;;42;3138;2825;1555;3601.04;3594.62;6.40282;10810;15401;0.0997451
Inst_4P_20C_2H_2PP_2Co_22.data;;28;3748;3592;2215;3601.05;3595.61;5.41301;8781;15592;0.0416222
Inst_4P_20C_2H_2PP_2Co_23.data;;42;3611;3274;1873;3601.03;3597.03;3.97184;9218;13981;0.093326
Inst_4P_20C_2H_2PP_2Co_24.data;;40;3145;3066;1595;3601.04;3593.46;7.55935;13436;21453;0.0251192
Inst_4P_20C_2H_2PP_2Co_5.data;;27;2822;2751;1483;3601.05;3593.75;7.28197;10198;17340;0.0251595
Inst_4P_20C_2H_2PP_2Co_8.data;;40;2943;2660;1559;3601.04;3596.24;4.77277;9464;18631;0.0961604
