;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_2H_2PP_2Co_10.data;;37;2963;2889;1510;14400;14395.4;4.67506;8949;12367;0.0249747
Inst_4P_20C_2H_2PP_2Co_11.data;;31;3487;3400;1570;14400;14396;3.99452;8484;12072;0.0249498
Inst_4P_20C_2H_2PP_2Co_13.data;OPT;33;3409;3409;1626;7768.11;7763.7;4.38748;7480;14552;0
Inst_4P_20C_2H_2PP_2Co_15.data;OPT;37;2758;2758;1421;662.47;657.034;5.42401;5598;11652;0
Inst_4P_20C_2H_2PP_2Co_21.data;;41;3134;2947;1555;14400;14393.6;6.37719;11187;16427;0.0596682
Inst_4P_20C_2H_2PP_2Co_22.data;;29;3748;3651;2215;14400.1;14395.9;4.18926;8351;13892;0.0258805
Inst_4P_20C_2H_2PP_2Co_23.data;;45;3608;3416;1873;14400.1;14387.2;12.803;10482;17241;0.0532151
Inst_4P_20C_2H_2PP_2Co_24.data;;40;3144;3066;1595;14400;14393.2;6.76264;11718;20327;0.0248092
Inst_4P_20C_2H_2PP_2Co_5.data;;33;2822;2752;1483;14400;14393.2;6.83022;11019;16522;0.0248051
Inst_4P_20C_2H_2PP_2Co_8.data;;37;2938;2656;1559;14400;14394.7;5.31263;8908;16538;0.0959837
